id,text
3039,"@AmazonHelp bought an e-book a few years ago, now realize it's part of a box set. any way we can do a partial refund/swap? DM me with Q's"
3040,Either I've had the worst luck in the world or Amazon customer service and support has significantly deteriorated @AmazonHelp
3041,Hey @AmazonHelp @115850 stop sending disgusting people for delivery who can't even talk properly to customers.
3042,"As an event design company, we spend $$$ with @115821 every year.  Why can't we post reviews &amp; ask questions in the @AmazonHelp community.  Sick of waiting for your Call!  FIX IT!"
3043,@AmazonHelp need help w recently placed order. Please contact me at your earliest. Many thanks
3044,"Wow @115830 @AmazonHelp talk about a waste of packaging, how could these have not all gone in the same box? #shocking #waste #nocsr https://t.co/R95oJ4FttB"
3045,"@AmazonHelp I bought the S8 last May, &amp; now there's a problem with charging the phone
it's showing me  it needs 5 hours 2 charge it from 20%"
3046,"@AmazonHelp is season 3,episode 1 of Mr. Robot avaliable yet for people that have Prime video? Or do we have to pay for it."
3047,@115850 @AmazonHelp why r u jacking up prices on ur site just before sale starts
3048,"@115850 @AmazonHelp 
I got empty box of Honor 8 intead of Mobile phone, My order No- 405-7507519-5961139. Return my money or Resend it."
3049,@AmazonHelp Someone changed the email address associated with my account (and possibly using my credit cards). Can I get some assistance? 😓
3050,"@AmazonHelp liers , wt d problem with my addres now ? Got success delivery since 3 yrs . Your partners are doing worst to kill ur costumer https://t.co/gfIeHEGkdg"
3051,@AmazonHelp I’d really like my package now and don’t want to wait 1.5 hrs on hold to talk to @118706 to find out where it has gone.
3052,@115821 @AmazonHelp i ordered a ashtray with light...light is not working.. pls come and collect
3053,@AmazonHelp How do I get a refund for shipping on my order? Paid for 1 day shipping. Delivery was unable to be made because of door code.
3054,@AmazonHelp please help me with my product return procedure.Its been an awful experience till now.
3055,"Hey @AmazonHelp just so you know, when I order something with 2 day shipping on Wednesday, it should get here before Monday. https://t.co/63E0NufUSl"
3056,@115850 @AmazonHelp #cheating  careless  orderd 5738 received 3738 replacement is also the same #AmazonEffect #bechoaurbhago https://t.co/TalRcEL43r
3057,@AmazonHelp I havent had an update on my order for 3 days. can you assist. I have set the delivery for somewhere i will only be for 7 days.
3058,"@AmazonHelp I’m on my fifth CustServ rep. So I you can help, what are the limits for Send to Kindle? Some are going, some are not."
3059,@AmazonHelp Can you PLEASE fix Mr. Robot s3e1 in germany? It has hardcoded german subtitles. They are distracting af. Let us turn them off.
3060,https://t.co/RlD4HQ4mZC deliver FBA products damaged to the customers and the customer rate the products with one star. @AmazonHelp
3061,Thanks @115830 for leaving my parcel outside and marking as delivered.. not like it could've been stolen/damaged 🙄 @AmazonHelp #badservice https://t.co/tCk9jdu5et
3062,@AmazonHelp Yesterday I ordered a prime eligible product and have student prime but it says it wont be delivered until Monday?
3063,"Guys, don't fall for Casback on Amazon Pay at Amazon. In. They say 15% but just give 3 or 4 %. @115850. @AmazonHelp @AmazonHelp @115821"
3064,@AmazonHelp #once again my orders all screwed up#deliver date misleading and invalid#losing your touch #demanding credit on all items
3065,@AmazonHelp Alexa working well shame the free trial you get isn’t the same as what you pay for I can’t download Music for my echo
3066,@AmazonHelp I applied for your credit card yesterday but have changed my mind. How do I cancel the application?
3067,"@AmazonHelp Hi. I ordered WWE 2K18 Deluxe edition, release date today. I haven’t received it yet. When am I likely to receive it?"
3068,@115821 @AmazonHelp has THE best customer service ever! Wish all places of business modeled after them. Thank you!!!
3069,@AmazonHelp ur customer service is pathetic. WILL SOMEONE CARE? my registered email address is __email__
3070,@AmazonHelp why have I been charged extra money separately from my order?
3071,@AmazonHelp why is it so hard to change my payment to the gift card option at checkout?
3072,@AmazonHelp can you tell me where my parcel is? 202-1814584-6273921 - thanks!
3073,@AmazonHelp 32 min call where I was on hold for 90% of the time.  Still no resolution. Home services is a disaster of a customer experience
3074,Hello @AmazonHelp @115830 could you help me? It's saying I've been locked out of my account since the address wasn't correct.
3075,@AmazonHelp Ive waited since July for a mouse I ordered. Ive been strung along by the seller &amp; would like my money back. How do I do that?
3076,"@AmazonHelp why would a Prime item take 2 days longer to deliver to my home address than an address,.4 mile away. Thx"
3077,@AmazonHelp had an email my order was attempted to be delivered today which is a LIE - office manned all day - absolutely fuming
3078,"Do we have an affiliate program for promoting 'Amazon Prime' ?

@115850 @AmazonHelp"
3079,"@AmazonHelp @115850 if u said we could not deliver it bcuz  of heavy rain and traffic block i would have believed, not reachable really ?? https://t.co/OFCcGvBxbx"
3080,"@AmazonHelp hi, need some help - should I dm?"
3081,"Hi @AmazonHelp, I have an issue. This showed up on my account for a delivery. What can I do ? https://t.co/mStnm1maGm"
3082,"@115821 @AmazonHelp another one of my packaged tracked as ""delivered"" but it never arrived. How do I submit an issue on your site?"
3083,@AmazonHelp I have an order i have been trying to cancel but there isn't an option to cancel it
3084,@AmazonHelp Multiple calls has been done to CC for my cashback of 700rs but everytime i m listening that issue has been escalated.
3085,@AmazonHelp 407-1840559-7509101. Product already pick up. But account details doesn't show about return. Because of that I can't able to
3086,"@115821 @AmazonHelp order 
171-2909075-6200321.Since 3 days in town and out of delivery from yesterday.my home is 1 km away from courier ofc"
3087,@AmazonHelp @115850 Please check some fraud sites are using a similar name and trying to cheat customers https://t.co/4zTSWq9Q5q
3088,"@115830 @AmazonHelp you delivered a prime delivery 3 days late, left it in the rain. This is the result. Can I have new books plus refund https://t.co/UnHqQry5eX"
3089,@AmazonHelp how to unlock my amazon account?
3090,@AmazonHelp @115821 what device tells you how many pages you have left in the book?
3091,@AmazonHelp @115821 what about Amazon prime Kannada movies.. #wewantkannadamovies #amazonprime
3092,@AmazonHelp i need to speak to some1 on phone because i need a return form sent to me by mail...don't have a printer. can u give me a link?
3093,"@AmazonHelp this is untrue. I still haven't received it. And i definitely did not sign for it, so this amounts to fraud https://t.co/apAvrpQPB1"
3094,"Guess what? Did @AmazonHelp send WWE 2K18 Deluxe today, like they said they would? Of course not, just like every other preorder this year 💩"
3095,@AmazonHelp Now I have to wait again until they can someone again to speak to me
3096,@AmazonHelp email stated my order will be delivered today. So far no show.....any idea!!??
3097,@AmazonHelp how do you change the brightness on the Kindle app for iPhone?
3098,"@115850 @AmazonHelp were those eligible to win the iPhone 8 in the Amazon pay mobile recharge contest, already contacted?"
3099,@AmazonHelp from the past 25 days the issue is escalated 10 times. To whom they are escalating to and who will solve my issue. /2
3100,@AmazonHelp Hello i have an order number 41180920001745 which was supposed to be delivered to 1-2 clarement terrace but i haven't received
3101,@115821 @AmazonHelp Worst product i have ever received from Amazon. Everything is torn.Products I ordered and Products I received https://t.co/OyRlSWtk7H
3102,@AmazonHelp Disappointed with customer assistance! Ordered a book that was supposed to be here but no one could tell me the shipment details
3103,"@AmazonHelp @115850 order

408-7532631-7469967

Defected piece. No proper customer service. Not expected from amazon. 

@115851"
3104,"@AmazonHelp AmazonLogistic delivery ppl. Smack in front of the door, usually blockin door, always in the path, never stacked off to the side https://t.co/fSa3PuY4oY"
3105,Hey @115830 @AmazonHelp  Another scam https://t.co/uLmg0m92vx
3106,Sorry but it's fucking protein powder why does the delivery location need to be secured? Just deliver the fucking box. @AmazonHelp https://t.co/xcDg8yqvib
3107,@AmazonHelp soooo where’s my parcel been stuck in all day and no sign of it your tracking app just says left Maidstone at 9:12
3108,"@AmazonHelp Curious: Why does (US) ""Alexa deals"" list one price (matching Amazon price), but when vocally engaged w/Echo the item's pricier?"
3109,@AmazonHelp parcel missing for 3+ days. Will anyone reply to my emails? Have just ordered replacement so hope that arrives.
3110,@AmazonHelp if I do amazon financing does that count for everything in my cart at that time? Also can I pay it off before the 12 months
3111,@115850 @AmazonHelp Ordered shoes. Wrong color delivered. Returned. Delivered again. Wrong color again. Not sure what to do?
3112,@AmazonHelp want to but nokia6 with exchange my mobile HTC 816g Dual sim but it is not shown in exchange option
3113,@AmazonHelp very unhappy with my delivery. Book has been bent completely out of shape by delivery driver. Sad primary school teacher 😟 https://t.co/d2SIHpHcJP
3114,"@AmazonHelp hi, just purchased a new HD 10 tablet n am wondering if I got a dud right out of the box. Won't turn on. Charge it first?"
3115,"@AmazonHelp - is the worst customer service. You lied, offered no acceptable reason, and offer no compensation #disappointed #ebay"
3116,@AmazonHelp If my Prime was cancelled will my purchase history be preserved when I restart it or it it a blank slate?
3117,"@AmazonHelp I'm expecting a delivery by 8pm, but when tracking it has not even hit the delivery part yet."
3118,@AmazonHelp I ordered a set of 6 frames and one came broken. Can I just send back one or do I need to send back all 6?
3119,@AmazonHelp #bestcustomerservice   Thank you!!!!! @115722   needs to take lessons from @115821
3120,@AmazonHelp Hi. I have issues regarding exchange of mobile fone. can your agent reach out to me on call?
3121,@AmazonHelp hey my deliver is out for delivery but it seems too late for it to arrive. Can you check to see if it’s been returned to sender?
3122,@AmazonHelp not what I expected when I got an email to say my delivery arrived. didn’t even ask it to be left under mat. I live in London https://t.co/F8eZlzEu4I
3123,"@AmazonHelp u sent a link but there is no help, don't make me fool"
3124,Amazon when are you going to start accepting Bitcoin as payment?? Thanks @115821 @AmazonHelp @115850 @116935 @115830 @118919
3125,"Pre-ordered a couple things and come release day, they still haven't shown up... what's up with that @AmazonHelp?"
3126,Hey @AmazonHelp so it’s been almost a week and I guess my package is lost 😑 What now? https://t.co/8rfptcRP1d
3127,@AmazonHelp @115821 very very disappointed in Amazon first time ruined my 8yr old nephews elementary school haunted house tonight !!
3128,@AmazonHelp resolve my problem I lost my amazon I'd and password..so now how can i refund my previous order..
3129,"Ugh @AmazonHelp is so annoying. They email me saying they will refund Lady Gaga tickets if I contact them, THEN when I contact them they..."
3130,Here we go again @115830 @AmazonHelp 2 items not been able to be delivered and here I am at home NO delivery attempted ffs! Sort it out
3131,@AmazonHelp supposed to have a delivery coming today (WWE 2K18 Deluxe) and it hasn’t arrived yet what time do amazon shipping deliver to
3132,@AmazonHelp: I received the item I sent back for a return in the same packaging/box/label that I gave to the person that picked it up. Please advise.
3133,@115821 hey why didn’t my book come after I preordered??!! 😢 @118617 @AmazonHelp
3134,"&amp; never got my parcel,shows that delivrd to me, amazon is harassing me since i placed the order @115851 @AmazonHelp @115850 @13150"
3135,"Hey @AmazonHelp I just got charged my Prime membership fee twice in a row, one hour apart."
3136,"@AmazonHelp  Dont like tht u use USPS after have UPS ship.  Supposed to come today, but not even out for delivery."
3137,"Requested replacements for 3 dmg items. Repl 1 of 3 still damaged. But when I try to exchange it, says refund only of $0.00 @AmazonHelp"
3138,@115821 @AmazonHelp why is it then when I order something the item I receive is never the actual item? Worse is your CSR's lack of recovery
3139,@AmazonHelp why has your driver not rang the bell or the phone???? He's just driven off???? I'd like a refund on my prime!!!!
3140,Bought a nokia 6 from amazon I found seal of the product open and dosent found it appropriate &amp; not able to return @115850 @AmazonHelp
3141,"@115850 @AmazonHelp purchased this on 12 Oct, have a bad ligament issue &amp; need this immediately, is there anyway you can deliver it early? https://t.co/qaZpdgh0lN"
3142,"@AmazonHelp why don't you print, ""safe place"" on all deliveries?"
3143,@AmazonHelp do you know what time delivery stops. I payed for next day delivery. Got the dispatched email but it still hasn’t arrived 19:43
3144,I'm not satisfied with ur service what the hell is this u pic this item 9 oct and till u dnt replaced it  @115821 @AmazonHelp https://t.co/pilnJk54h6
3145,What sort of numpty attempts to a business address at 6.30 at night? An @AmazonHelp delivery driver that's who!
3146,Ummm... no it wasn’t @AmazonHelp https://t.co/TFIdVuZamz
3147,"@AmazonHelp my account was hacked without going to my email, Please get back to me"
3148,@AmazonHelp with Amazon prime do I still get 20% off new games
3149,"@AmazonHelp @115830  pre-ordered #wwe2k18 , you’ve taken the payment but now have to wait till Wednesday even though promised today ?"
3150,@AmazonHelp I ordered the new Squeeze CD from you on the basis that it would be delivered on the release date i.e. today. Where is it?
3151,"@AmazonHelp 9648298254 Amazon delivery boy charged extra amount, and not taking calls, amazon courier team did not take any action. very bad"
3152,@AmazonHelp I think I received a double order. Which is great (!) but I didn't pay for 2 of everything. How do I return for free?
3153,@AmazonHelp i have been waiting all day for my package and on my amazon page it says unsuccessful delivery why is this?!!
3154,@AmazonHelp y'all charged me twice for my prime membership ...
3155,@AmazonHelp why am I paying for an early delivery on wwe2k18 and not getting it on the day promised or an explanation to why? Very unhappy
3156,@AmazonHelp I preordered an Xbox One X Project Scorpio edition. Will it deliver on the 11/7 release date or later?
3157,"@AmazonHelp hi, I was watching a film and it just came up with ‘network down’- how can I fix this?"
3158,I don't remember signing up for Amazon Prime.... @AmazonHelp 🤔
3159,@AmazonHelp Hey! I was charged 39 pounds on 9th of october and I din't buy anything? Ive also havent purchase any prime service?
3160,"@AmazonHelp 2nd failed ""next day delivery"" in 2 months. day off work for nothing! £400 worth of goods and no valid reason! #poorservice"
3161,@115850 @AmazonHelp struggling to add money in Amazon pay..help
3162,@AmazonHelp Pre order of wwe2k18 deluxe edition not turned up one unhappy customer 😤
3163,"@AmazonHelp I’ve ordered an item from Amazon, next day delivery (for today) and it hasn’t turned up yet. Can you help me please?"
3164,@AmazonHelp not happy my parcel arrived with a big hole in the box and my book is all dented 😭 https://t.co/etScirdwtf
3165,@AmazonHelp could you tell me why a refund I was issued is lower than the price I paid?
3166,"@AmazonHelp Annoying when u pay for Prime, told its being delivered today and then it just changes and says between 13-17 October 😡😡😡"
3167,"@AmazonHelp 
How do I see my actual cart total with shipping, etc? Subtotal isn't enough info for people who pay exclusively with gift cards"
3168,"the sticky part of the envelope stuck to the dust cover and it ripped, im sad pls fix this @127390 @AmazonHelp https://t.co/RQ6Hcy1OBQ"
3169,"@AmazonHelp 4 delayed packages in 4 mo, 5 in the past yr- NEVER had problem - prime since 2011. Why delays? CSR tried but its frustrating."
3170,How many bloody times do I have to contact @AmazonHelp every time they screw up yet another order before something's actually done about it?
3171,@AmazonHelp Deliver me and told me it's can't return and refund https://t.co/McTpRYljPI
3172,@115830 @AmazonHelp Preordered WWE2K18 from you for early release today and it hasn't shown up? Friend ordered the same but his arrived!!!
3173,2nd time in 7 days where my @115821 package is marked delivered but is not in my possession. Why even pay for prime? @AmazonHelp
3174,@115821 @AmazonHelp What is going on with you recently?? https://t.co/YlStGbWgqc
3175,"@115821 @AmazonHelp @115850 pathetic service. Liars  Wasted 3 days,no results just more lies. #worstservice"
3176,"@AmazonHelp Heya ! My boyfriend and I have both made order on your website, and both of our orders have been delivered, but none of them to"
3177,@AmazonHelp sucks when I order shipping boxes and get drink mix instead. 2nd time this has happened. https://t.co/IWEfUazvHU
3178,@AmazonHelp  I can not access my account. I can not enter a chat. I need an email address for communication. Can you help me ?
3179,@AmazonHelp why is prime video down
3180,@115821 's customer service is lacking in the service area. Shouldnt have to wait months for a solution. @AmazonHelp
3181,If u can't exchange products in Visakhapatnam better stop marketing at Visakhapatnam @115821 @AmazonHelp @115850
3182,"@AmazonHelp I need assistance in tracking down and order that says delivered, but I never received."
3183,"@AmazonHelp When I order this, am I getting the Mickey train or the John Deere train? Page has conflicting info https://t.co/k3zHQtzGWQ https://t.co/bLgqnXxhri"
3184,@AmazonHelp If I make a purchase on the app does it count toward my Smile charity or do I have to go to the website?
3185,@AmazonHelp Your delivery person opened up our side gate to stash a package behind it and let our dog loose. Thanks. #jerks
3186,@AmazonHelp I think I was charged twice it only should have been once. https://t.co/HkLJVw1iRn
3187,@AmazonHelp 3rd same day prime order in a row that will no be delivered on the same day. What gives? Why even offer the service?
3188,@AmazonHelp there’s nothing outside :((((; https://t.co/lMqvr0Omvm
3189,"@AmazonHelp @115817 SO, two boxes of FiberOne destroyed and missing 3 cans of Celsius https://t.co/U0am9bLBjo"
3190,@115821 @AmazonHelp Why would you even bother sending a warped LP? I want my money back or the same LP sent again. Im not sending this back. https://t.co/BhwVvgXPCw
3191,"Ugh urgent parcel needed from @AmazonHelp @115821 stating its been delivered no item, no calling card eff all, needed it for Sunday ffs!"
3192,"@AmazonHelp hey, i want to preorder WWE2K18 on PS4, will it arrive on release day?"
3193,@AmazonHelp Alright so when I track my package it says out for delivery in Montreal QB? I live in Alberta... Whats going on here https://t.co/rzKOq31vZb
3194,"@AmazonHelp not doing this over Twitter.Pls investigate internally,need final resolution.If unable to fix I want call from @115851 office https://t.co/196DCgatiX"
3195,@AmazonHelp why did some weird number text me this. &amp; now I don’t have my package that was supposed to be delivered today... https://t.co/JM6v74jlTW
3196,Seriously @134682 @AmazonHelp would be helpful if you gave customers the correct information. Pathetic.
3197,@AmazonHelp return requested on 10/10 &amp; 10/11 pick up scheduled today. @UPSHelp claims they picked it up. Why are the packages still here?!? https://t.co/t2JN5URUZb
3198,So @AmazonHelp what do I do when I get shipped the wrong item three times in a row?
3199,YALL GOT ME FUCKED UP @AmazonHelp
3200,"@AmazonHelp Sooo.....#ebay @115937 does not remove Jailbroken fire sticks, even when I have called them three times, and reported the sellers"
3201,@AmazonHelp I pay for Prime for a reason. This isn’t acceptable for me. BTW it was coming from Twinsburg. https://t.co/4uPDNwdAJe
3202,@AmazonHelp hi I was expecting a delivery but it didn’t show up. Is there a way to get the address changed and have it sent to a locker?
3203,@AmazonHelp Trying to buy a specific item from .ca and ship to myself / family or a locker in Canada (so .ca to .ca) and it always fails. https://t.co/xoL7nOdcxi
3204,@AmazonHelp my order said it arrived but i wasn't home when i got home i didnt see a package ANYWHERE and there was no i missed you sign
3205,@AmazonHelp I've got a serious question about something.
3206,"@AmazonHelp Order #113-4170745-7075432 has yet to arrive, and is now delayed 1-4 days. Twice in the last 6wks Prime shipping has let me down"
3207,#AmazonUnlimited is annoying. So many classic songs are do-overs by artists who changed labels and redid their own hits. Sucks. @AmazonHelp
3208,"@AmazonHelp Hi. If I was expecting a game to be delivered on the release date, how come it didn’t get delivered?"
3209,Hi @AmazonHelp I placed an order yesterday for delivery today by 1pm but still haven’t received any dispatch email??
3210,@AmazonHelp I returned jeans on 3 OCt.but stil I haven't receive my money back.It's very disapointing.l After sale u want to return my money
3211,@AmazonHelp is this real? Or a scam? Big coolpak with bag of Godiva truffles sent via UPS https://t.co/C1PwkHcy8s
3212,@AmazonHelp Why can't @115821 drivers ever seem to deliver my items on time? Member since 2006 #Primesucks
3213,"Ugh, terrible customer service when calling Amazon @AmazonHelp - cancelling my subscribe &amp; save items - terrible service and prices!"
3214,"Really disappointed in @115821 ""prime"" shipping. It appears to mean ""maybe 2 days, maybe a week"" whatever the website said. @AmazonHelp"
3215,@AmazonHelp you damaged &amp;returned my item and refuse to replace it. Its an addon item &amp; told me to have it replaced I have to buy more stuff
3216,Shoutout to @AmazonHelp for the fast and awesome support. They made it right as always. Great job @115821
3217,@AmazonHelp How is it possible that without attempting delivery of the packet the packet return
3218,"@115850 @AmazonHelp Struggling for return my package from 25.09.17, but the same not picked yet. Number of times talked had with CC but .."
3219,@AmazonHelp Is PRime charge for each country yu use? IE Im in canada and wanted to order something from US Amazon
3220,"@AmazonHelp Hi, do you know when this item will be back in stock? https://t.co/x10KZArRAs    thank youuu"
3221,@AmazonHelp another failed delivery.  Why is shipping locally out of New Jersey to Jersey residents so difficult for you?
3222,@AmazonHelp I purchased two PlayStation gift cards earlier and it says pending verification. How long does this usually take?
3223,".@AmazonHelp I've received phishing email, URL linked looks spurious too: characteristic(dot)hqdwj(dot)stream(slash)primeoffers_amazon https://t.co/Dyr3clCGYd"
3224,"Well damn, first crappy experience moving to this neighborhood is AMZL_US. Pretty awful @AmazonHelp, bet @123967 could offer some advice."
3225,"@115821 @115850 @AmazonHelp ordered a product, in the meanwhile Amazon changed product specification, later denied any involvement"
3226,"@AmazonHelp I got a new phone 3 days ago &amp; I tried to update my new number, but it said the number is already in use. Can this be fixed?"
3227,@AmazonHelp..  Hi team i have sent you a msg for your worst services example msg.. Please look into the matter and help. Since you do not cr
3228,"@AmazonHelp, I just got a ""delivery attempt failed"" ...even though nobody actually came to my door. I know because I was watching."
3229,@AmazonHelp help how do I set my echo dot up to xfinity hotspot???
3230,Hi @AmazonHelp what is the new carrier AMZL US!?
3231,"@115850 @AmazonHelp disapointed with very 1st delivery under prime membrship. Courier denied delvry, didn't call me."
3232,.@AmazonHelp you'd think your customer service reps would have better spelling and grammar.  Pretty unprofessional 🤔 https://t.co/UmJRng8QMn
3233,@AmazonHelp still not received the refund...it was not acceptable from Amazon...it's really now very frustrating....plzzz refund it soon
3234,@AmazonHelp Amazon Logistics delivery service has been an absolute nightmare. :-/
3235,"@AmazonHelp @115821 2 packages in 2 days delayed, live in central NJ on clearly marked house # on clearly marked street! Very unhappy !!!"
3236,I'm starting to get a little skeptical about this shipping estimate... @AmazonHelp https://t.co/xxf8gVtDKg
3237,@119625 @AmazonHelp any update on the release of Jean Claude Van Johnson?
3238,"Never recharge via @115850 they won't send u invoice or even email invoice ,it would bemy last recharge on @AmazonHelp"
3239,"I understand the constraints bt why only in case of fridge.
You are serving every other thing at our doorstep except it @AmazonHelp https://t.co/1rffdHDmcb"
3240,@AmazonHelp 2/2 i will not be charged at all come next month right?
3241,Just opened my @116090 ordered that I received today. Flipped through the book and found this. What the heck??!! 😠 @AmazonHelp https://t.co/NeZ835jZRC
3242,@AmazonHelp Never got any Amazon Pay offer cashback for my ORDER # 405-7646271-1081115 #Amazon Seems like #AmazonPay cashback is fake !!
3243,shoutout to jayashree from @AmazonHelp for replacing a package that was lost in transit!
3244,Hi @AmazonHelp i want to purchase oneplus 5 paying through sbi debit card will i get cashback later 🤔
3245,@AmazonHelp Order canceled. Paid using Amazon Pay. Refund not issued. WHY??? #AmazonGreatIndianFestival
3246,@AmazonHelp omg. 20 mins calls with ur execs &amp; still nothing! Have filled every possible link. Still nothing. Your customer exec promised
3247,The exchange offer on OP5 last night vs the offer in the morning 😂 what’s up @AmazonHelp @115850 https://t.co/o2LLM2M4tG
3248,"@AmazonHelp Hello still issue not resolved, if you cant run the company ask your ceo to shut down the company not to loot the money."
3249,@115850 @AmazonHelp Hw to speak to Custmr care exu I need to place an order but got some issues ur app has d option but it’s not helpful
3250,@AmazonHelp Placed an Order On Sept 21. Not even dispatched YET. Everyone livin' in 2017 while @115850   is still stuck in the 90's.
3251,"@AmazonHelp @115851  order# 408-5349587-9822753
No response from amazon india and agents rude behaviour and not addressing issue"
3252,"@AmazonHelp 2/2 product and order it again, because I'll be saving ₹2,000. Should I place a return request?"
3253,"@AmazonHelp I want my money refunded in my bank account, help me with this."
3254,@AmazonHelp Urgent please! I got an email from you that I changed my Amazon email but I didn’t. In fact I didn’t use this account in years!!
3255,@115850 @AmazonHelp  Plz take  some immediate action  @180933 @135979 https://t.co/Jons56VqiG
3256,@AmazonHelp I want to close my @115850 account. Please help.
3257,@AmazonHelp there is problem in my phone.. so pls tell me the procedure how to utilize warranty instrument... https://t.co/bo1tofL6Oa
3258,@121284 @AmazonHelp would there be an option to select accent in India? I prefer services be local but Alexa have an US accent
3259,@AmazonHelp Feeling cheated!! 20% price drop for iPhone bought just last week!! @118702 provides price protection so why cant you?? https://t.co/iwccKwZGwF
3260,@AmazonHelp I’m disgusted at my treatment of Amazon wrong order sent my charged £554 and never cancelled. I said I’d except was offered £5!
3261,@AmazonHelp there's a delivery being made in my name today from someone else and I need to know where it is/it's scheduled delivery time
3262,"@AmazonHelp 
help me 
have a technical issue with my order"
3263,@115850 @115821 @AmazonHelp Teach some manners to your delivery boy or learn from others companies like flipkart courier department
3264,"Wait for ten bloody days, only to realize order cancelled by @AmazonHelp 
Now reordered , more waiting bleh"
3265,@AmazonHelp  SBI 10% Cashback offer is valid for prime membership account if i want to buy MOTO G5 S PLUS?
3266,@AmazonHelp @115830 why does it have to be so difficult and such a painful process trying to get a resolution? #drivingmemad
3267,@AmazonHelp order # 408-9458722-7465165 want invoice bill at my registered email I'd asap pls
3268,@AmazonHelp r u thr to help customer or blame on them.Cancellng order at wimps and fancies and supporting seller #feelingcheatd #fraud #fake
3269,"@AmazonHelp hi there, I’m getting concerned about my account as it’s been hacked again. Twice in 3 weeks. How can I prevent this?"
3270,"@AmazonHelp hi, I requested my parcel to be delivered to my home and it states it was handed directly to me at 21.30 last night? No parcel?!"
3271,"@115850 @AmazonHelp order-171-2324126-0293169
Product photo, description and actual product doesn't match. Cheated"
3272,@115830 @AmazonHelp £50 kids UGG boots left on top of bin in broad daylight!! This AGAIN is not my SAFE place!!!!! https://t.co/mVTfpkXHxA
3273,"Hey @115850 @AmazonHelp 
I've not heard from you about my cancelled Steelbook bluray orders! What's up?!"
3274,Wtf @AmazonHelp ... I ordered an altitude mask and you sent me a ‘tutu’ ?!😂🤦🏼‍♂️ https://t.co/vyRD2Co70n
3275,@115850 @AmazonHelp whenever I try to contact customer service by Amazon app it says they are unable to find my order @115851 #pathetic
3276,@AmazonHelp my order said it was ‘delivered’ at 22:10 last night and was handed directly to the customer... didn’t receive anything here!! 😡
3277,"@128308 @AmazonHelp how can I enjoy firetv when net is down 
Can you Plz add feature to work some apps like VLC when net is down."
3278,@115850 Worst services in the world!! One day guaranteed delivery did not happen even after 5 days. Contacted @AmazonHelp  multiple times
3279,@AmazonHelp what a worst experience buying products from amazon brought sony headphones on 26 September not even 1month passed  (1/2)
3280,"@AmazonHelp i keep getting ""attempted delivery"" mails, when no one has been here to deliver my package. What shipping service do you use?"
3281,@AmazonHelp Received an item which wasn't ordered by us. Can you please look into this? Order #1050294190
3282,"@AmazonHelp ...my password. After checking my account, my display name was different, and all my past orders along with..."
3283,@AmazonHelp is there any reason my amazon pantry order arrived with the box open on one side? (see photo) do i trust what’s inside now or😩🤔 https://t.co/yEDBNaQJqD
3284,@AmazonHelp One more...the status says delivered but I have never received it #403-5351279-2227531 - Your customer service is terrible
3285,@AmazonHelp keep getting this message on everything I'm trying to watch and there is a padlock on the movies https://t.co/S9ettfqJRU
3286,@AmazonHelp I would like to know if I can get 5.1 content with Fire TV stick.?
3287,@AmazonHelp my yngr brthr order 405-4141782-7248359 status dispatched est. delvry 13 oct by not delivered u also blcked my nmbr
3288,It hurts whn after the delivery I see MRP on the box which is lower than wht I paid online. loosing trust @115850 @AmazonHelp
3289,"@AmazonHelp I usually speak rather highly about Amazon, but #afterMaria I've got nothing but disappointment, 3weeks and my items won't ship"
3290,"@AmazonHelp I made a purchase on Fri It is yet to be dispatched but on tracking the expected delivery date is Jan 2011, is there a problem?"
3291,@AmazonHelp delivery driver has just smashed up my clearly marked sealed letterbox and forced a parcel through am very upset
3292,my amazon fire stick has zoomed in and idk how to fix it plz someone help me @115830 @AmazonHelp https://t.co/zmSGdAUocy
3293,@AmazonHelp My item has been marked as being delivered yesterday but in the tracking info it was delivered to a different address.
3294,"@149473 @AmazonHelp 
One fails to pickup return item and keep on lying 'customer cancelled pickup' https://t.co/bJW9YCXY0O"
3295,@AmazonHelp its been more than 48hours your media escalation team asked for it
3296,Pls organise a call back immediately @115850 @AmazonHelp
3297,@AmazonHelp @AmazonHelp Can I have this product on Monday? I am a price member. Product link - https://t.co/80WbgNlhu4
3298,@AmazonHelp why don't you have 'wish upon' the movie on dvd on the UK site?
3299,@AmazonHelp my order was scheduled to arrive yesterday and didnt. I was not informed that the parcel was late and could take up to 20 Oct to
3300,@AmazonHelp regarding order id Order# 406-3201004-2767545 I got update saying return requested as cancelled by user. I have not &lt;1&gt;
3301,@AmazonHelp I need to “contact carrier” to arrange delivery? What the hell!! I need my order. Where is it
3302,"@AmazonHelp Hi, I have not accepted the delivery.
How much time will it take for the refund?"
3303,"@AmazonHelp I purchased Amazon pipa offer pack 1.25 litre after sending message received tracking ID not received Amazon gift card 
Tracking ID- 8ABOLOENA4730 PLEASE HELP"
3304,Pathetic experience with one of leading online shopping portal.. @AmazonHelp @115821  ....after all fake conformation received  nothing 😡 https://t.co/GDd8ko3Yyb
3305,@AmazonHelp @353981 MRP of 3711 can be seen from Amazon site.what i got has MRP of 1799 .Same product of Bombay Dyeing https://t.co/FRjjfUIlK3
3306,@12339 @215765 @115850 @AmazonHelp Here status shows that product is Out for delivery but it was informed that courier.. 1/2 https://t.co/a9oTeqBvjB
